mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
2.0586881160736086,0.04766656784196023,0.15321974754333495,0.0027914957501499306,5,10,150,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 150}",0.8287671232876712,0.8979591836734694,0.9041095890410958,0.821917808219178,0.9178082191780822,0.8741123846798994,0.04039379800628627,10,0.9367521367521368,0.9332191780821918,0.9247863247863248,0.9418803418803419,0.9418803418803419,0.9357036646762674,0.0063680917105396135
2.7333042144775392,0.0696286294546007,0.22579989433288575,0.06282871043009326,5,10,200,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 200}",0.821917808219178,0.9115646258503401,0.910958904109589,0.815068493150685,0.9246575342465754,0.8768334731152734,0.04793450080046957,8,0.9367521367521368,0.9297945205479452,0.9230769230769231,0.9384615384615385,0.9333333333333333,0.9322836904343754,0.0054807864555103765
1.036589765548706,0.06886178922048569,0.07834162712097167,0.002565615373223953,10,2,50,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.7191780821917808,0.673469387755102,0.773972602739726,0.6164383561643836,0.821917808219178,0.7209952474140341,0.07236866226527794,24,0.9811965811965812,0.9845890410958904,0.9726495726495726,0.9846153846153847,0.9743589743589743,0.9794819107832806,0.0050655848669611155
1.8132659435272216,0.02408547792373884,0.137298059463501,0.00837070471892772,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.7465753424657534,0.7142857142857143,0.7602739726027398,0.6438356164383562,0.815068493150685,0.7360078277886497,0.05642459342930971,21,0.9794871794871794,0.9845890410958904,0.9743589743589743,0.9863247863247864,0.9777777777777777,0.9805075518089217,0.004399922790374721
2.6977885723114015,0.0510226988725886,0.1864759922027588,0.0028149024572465767,10,2,150,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 150}",0.7397260273972602,0.7346938775510204,0.7671232876712328,0.636986301369863,0.8013698630136986,0.7359798714006149,0.05488383687850172,22,0.9811965811965812,0.9811643835616438,0.976068376068376,0.9846153846153847,0.9743589743589743,0.979480739960192,0.003742193283738498
3.874186563491821,0.2513419943361266,0.26952219009399414,0.017791179731025,10,2,200,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.726027397260274,0.7346938775510204,0.7534246575342466,0.636986301369863,0.815068493150685,0.7332401453732178,0.05731009089013304,23,0.9811965811965812,0.9811643835616438,0.9777777777777777,0.9863247863247864,0.9743589743589743,0.9801645006439527,0.003985339565738051
0.9799306392669678,0.05830758797269244,0.07747602462768555,0.0029928342378448204,10,5,50,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 50}",0.7123287671232876,0.6938775510204082,0.8013698630136986,0.6917808219178082,0.8493150684931506,0.7497344143136706,0.06396923751233212,20,0.9794871794871794,0.9794520547945206,0.9726495726495726,0.9811965811965812,0.9726495726495726,0.9770869921554853,0.0036776222302838312
1.8985444068908692,0.00864694019968077,0.13963165283203124,0.0031603481078655675,10,5,100,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.7671232876712328,0.7210884353741497,0.773972602739726,0.7054794520547946,0.8287671232876712,0.7592861802255149,0.04349469948477872,18,0.9777777777777777,0.9845890410958904,0.9709401709401709,0.9829059829059829,0.9709401709401709,0.9774306287319986,0.005754910391258307
2.862997531890869,0.033208853654067665,0.2045751094818115,0.00560583982209439,10,5,150,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 150}",0.7808219178082192,0.7414965986394558,0.7808219178082192,0.684931506849315,0.8082191780821918,0.7592582238374803,0.04281844701479494,19,0.9777777777777777,0.9811643835616438,0.9692307692307692,0.9829059829059829,0.9743589743589743,0.9770875775670296,0.00490153602122312
3.791226100921631,0.037109291353475043,0.26532716751098634,0.004536337254711704,10,5,200,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 200}",0.7808219178082192,0.7346938775510204,0.7808219178082192,0.684931506849315,0.8287671232876712,0.762007268660889,0.048685839065622544,17,0.9794871794871794,0.9794520547945206,0.9692307692307692,0.9829059829059829,0.9743589743589743,0.9770869921554853,0.004782831663545698
